,furniture_type,name,discounted_price,original_price,product_details
533,Kitchen Cabinet,SarCraft Solid Wood Bar Cabinet,"₹19,988","₹38,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 588 mm (4 ft 3 in x 2 ft 10 in x 1 ft 11 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
534,Kitchen Cabinet,SarCraft Solid Wood Bar Cabinet,"₹3,589","₹5,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 482.6 mm x 254 mm x 203.2 mm (1 ft 6 in x 10 in x 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
535,Kitchen Cabinet,Flipkart Perfect Homes Solid Wood Bar Cabinet,"₹20,231","₹22,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 700 mm x 525 mm x 925 mm (2 ft 3 in x 1 ft 8 in x 3 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
536,Kitchen Cabinet,DecorNation Agape Solid Wood Bar Cabinet,"₹15,199","₹17,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 508 mm x 952 mm x 343 mm (1 ft 8 in x 3 ft 1 in x 1 ft 1 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
537,Kitchen Cabinet,DecorNation Laredo Sheesham Wood Bar Cabinet Solid Wood...,"₹16,624","₹23,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 709 mm x 935 mm x 505 mm (2 ft 3 in x 3 ft x 1 ft 7 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
538,Kitchen Cabinet,VINTAGE MANGO Solid Wood Bar Cabinet,"₹18,930","₹21,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 500 mm x 1120 mm x 670 mm (1 ft 7 in x 3 ft 8 in x 2 ft 2 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
539,Kitchen Cabinet,Flipkart Perfect Homes PureWood Sheesham Bar Cabinet,"₹14,079","₹22,399","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 62.5 cm x 72.5 cm x 62.5 cm (2 ft x 2 ft 4 in x 2 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
540,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹18,499","₹32,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 660.4 mm x 965.2 mm x 482.6 mm (2 ft 1 in x 3 ft 1 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
541,Kitchen Cabinet,SarCraft Solid Wood Bar Cabinet,"₹2,299","₹4,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 609.6 mm x 330.2 mm x 101.6 mm (2 ft x 1 ft x 4 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
542,Kitchen Cabinet,PARTEEKART Solid Wood Bar Cabinet,"₹26,500","₹38,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 660 mm x 910 mm x 660 mm (2 ft 1 in x 2 ft 11 in x 2 ft 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
543,Kitchen Cabinet,Flipkart Perfect Homes Sheesham Wood Solid Wood Bar Cab...,"₹10,559","₹23,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 90 cm x 106.7 cm x 50.8 cm (2 ft 11 in x 3 ft 6 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
544,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹17,999","₹29,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 889 mm x 762 mm x 457.2 mm (2 ft 10 in x 2 ft 6 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
545,Kitchen Cabinet,APRODZ Sheesham Wood Solid Wood Bar Cabinet,"₹33,126","₹36,439","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1300 mm x 1060 mm x 460 mm (4 ft 3 in x 3 ft 5 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
546,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹19,999","₹27,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 889 mm x 1041.4 mm x 508 mm (2 ft 10 in x 3 ft 4 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
547,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹80,999","₹89,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1219 mm x 610 mm x 914 mm (3 ft 11 in x 2 ft x 2 ft 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
548,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹25,499","₹34,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 863.6 mm x 1016 mm x 431.8 mm (2 ft 10 in x 3 ft 4 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
549,Kitchen Cabinet,pipercrafts Solid Wood Bar Cabinet,"₹20,999","₹29,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 889 mm x 762 mm x 508 mm (2 ft 10 in x 2 ft 6 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
550,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹19,999","₹29,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 889 mm x 762 mm x 457 mm (2 ft 10 in x 2 ft 6 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
551,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹50,399","₹62,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 820 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
552,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹21,999","₹31,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 863.6 mm x 1066.8 mm x 508 mm (2 ft 10 in x 3 ft 6 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
553,Kitchen Cabinet,APRODZ Solid Wood Bar Cabinet,"₹22,084","₹24,293","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 990 mm x 860 mm x 510 mm (3 ft 2 in x 2 ft 9 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
554,Kitchen Cabinet,pipercrafts Solid Wood Bar Cabinet,"₹25,999","₹35,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 838 mm x 1016 mm x 406 mm (2 ft 8 in x 3 ft 4 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
555,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹55,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 610 mm x 914 mm x 812 mm (2 ft x 2 ft 11 in x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
556,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹19,999","₹33,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 685.8 mm x 939.8 mm x 533.4 mm (2 ft 3 in x 3 ft 1 in x 1 ft 9 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
557,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹16,999","₹29,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 533.4 mm x 1473.2 mm x 406.4 mm (1 ft 9 in x 4 ft 9 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
558,Kitchen Cabinet,SarCraft Solid Wood Bar Cabinet,"₹27,988","₹50,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 588 mm (4 ft 3 in x 2 ft 10 in x 1 ft 11 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
559,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹48,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 821 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
560,Kitchen Cabinet,Made Wood Solid Wood Bar Cabinet,"₹18,999","₹27,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 86.36 mm x 106.68 mm x 45.72 mm (3 in x 4 in x 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
561,Kitchen Cabinet,Made Wood MW0001 Solid Wood Bar Cabinet,"₹18,999","₹35,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 21 inch x 58 inch x 16 inch (1 ft 9 in x 4 ft 9 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
562,Kitchen Cabinet,pipercrafts Solid Wood Bar Cabinet,"₹45,999","₹55,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 762 mm x 1752 mm x 482 mm (2 ft 6 in x 5 ft 8 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
563,Kitchen Cabinet,FURINNO wooden large cabinet Solid Wood Bar Cabinet,"₹14,439","₹28,499","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1290.3 mm x 878.8 mm x 657.8 mm (4 ft 2 in x 2 ft 10 in x 2 ft 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
564,Kitchen Cabinet,Rajwara Sheesham Wood Bar Cabinet with Wine Glass Stora...,"₹20,195","₹29,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 500 mm x 890 mm x 1320 mm (1 ft 7 in x 2 ft 11 in x 4 ft 3 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
565,Kitchen Cabinet,pipercrafts Solid Wood Bar Cabinet,"₹22,999","₹32,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 533 mm x 1447 mm x 406 mm (1 ft 8 in x 4 ft 8 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
566,Kitchen Cabinet,Balaji Wooden Solid Wood Bar Cabinet,"₹22,948","₹39,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 88.9 cm x 76.2 cm x 45.72 cm (2 ft 10 in x 2 ft 6 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
567,Kitchen Cabinet,Studio Kook Classic Mini Bar Engineered Wood Bar Cabine...,"₹8,489","₹14,739","[<li class=""_21Ahn-"">Engineered Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 549 mm x 597 mm x 450 mm (1 ft 9 in x 1 ft 11 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
568,Kitchen Cabinet,SarCraft Solid Wood Bar Cabinet,"₹31,988","₹55,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 588 mm (4 ft 3 in x 2 ft 10 in x 1 ft 11 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
569,Kitchen Cabinet,Made Wood PIPER-BC-1022 Solid Wood Bar Cabinet,"₹9,999","₹16,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 45.72 mm x 55.88 mm x 45.72 mm (1 in x 2 in x 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
570,Kitchen Cabinet,Vishwakarma Antique Jodhpuri Handcrafted Solid Wood Bar...,"₹24,936","₹32,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1016 mm x 111.76 mm x 508 mm (3 ft 4 in x 4 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
571,Kitchen Cabinet,Flipkart Perfect Homes Rosewood (Sheesham) Bar Cabinet ...,"₹14,249","₹38,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
572,Kitchen Cabinet,Vishwakarma Antique Jodhpuri Handcrafted Solid Wood Bar...,"₹24,936","₹32,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1016 mm x 111.76 mm x 508 mm (3 ft 4 in x 4 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
573,Kitchen Cabinet,SarCraft Solid Wood Bar Cabinet,"₹31,999","₹55,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 588 mm (4 ft 3 in x 2 ft 10 in x 1 ft 11 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
574,Kitchen Cabinet,Made Wood PIPER-BC-1018 Solid Wood Bar Cabinet,"₹25,499","₹36,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 83.82 mm x 109.22 mm x 50.8 mm (3 in x 4 in x 2 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
575,Kitchen Cabinet,Flipkart Perfect Homes Solid Wood Bar Cabinet,"₹20,231","₹22,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 700 mm x 525 mm x 925 mm (2 ft 3 in x 1 ft 8 in x 3 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
576,Kitchen Cabinet,APRODZ Solid Wood Bar Cabinet,"₹32,399","₹44,544","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 1070 mm x 530 mm (4 ft 3 in x 3 ft 6 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
577,Kitchen Cabinet,Studio Kook Engineered Wood Bar Cabinet,"₹11,680","₹18,250","[<li class=""_21Ahn-"">Engineered Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 55 mm x 59 mm x 45 mm (2 in x 2 in x 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
578,Kitchen Cabinet,Balaji Wooden Solid Wood Bar Cabinet,"₹22,948","₹32,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 89 cm x 76.2 cm x 45.72 cm (2 ft 11 in x 2 ft 6 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
579,Kitchen Cabinet,Flipkart Perfect Homes PureWood Sheesham Bar Cabinet,"₹14,079","₹22,399","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 62.5 cm x 72.5 cm x 62.5 cm (2 ft x 2 ft 4 in x 2 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
580,Kitchen Cabinet,APRODZ Solid Wood Bar Cabinet,"₹28,220","₹31,042","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1090 mm x 890 mm x 380 mm (3 ft 6 in x 2 ft 11 in x 1 ft 2 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
581,Kitchen Cabinet,pipercrafts Solid Wood Bar Cabinet,"₹32,999","₹41,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 657 mm x 899 mm x 528 mm (2 ft 1 in x 2 ft 11 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
582,Kitchen Cabinet,The kashth Cabinet Solid Wood Bar Cabinet,"₹12,325","₹14,500","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 850 mm x 470 mm x 350 mm (2 ft 9 in x 1 ft 6 in x 1 ft 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
583,Kitchen Cabinet,Flipkart Perfect Homes Sheesham Wood Solid Wood Bar Cab...,"₹10,559","₹23,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 90 cm x 106.7 cm x 50.8 cm (2 ft 11 in x 3 ft 6 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
584,Kitchen Cabinet,Shree Icchapuri Solid Wood Bar Cabinet,"₹18,599","₹35,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 750 mm x 1000 mm x 350 mm (2 ft 5 in x 3 ft 3 in x 1 ft 1 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
585,Kitchen Cabinet,Shree Nakoda Exports Solid Wood Bar Cabinet,"₹10,999","₹18,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 660.4 mm x 1117.6 mm x 508 mm (2 ft 1 in x 3 ft 7 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
586,Kitchen Cabinet,Shree Icchapuri Solid Wood Bar Cabinet,"₹22,999","₹45,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 220 mm x 360 mm x 160 mm (8 in x 1 ft 2 in x 6 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
587,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹80,999","₹89,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1219 mm x 610 mm x 914 mm (3 ft 11 in x 2 ft x 2 ft 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
